id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
NOP16	4	0.82737	0.71715	0.862425	15820	1	0.18518	0.2181	0.5114	1.0	6890	2	0.18518
CORO6	4	0.82742	0.71715	0.862425	15821	1	0.19737	0.13587	0.42124	1.0	5233	3	0.19737
VAV2	4	0.8275	0.71715	0.862425	15822	1	-0.18822	0.40361	0.69421	1.0	10429	1	-0.18822
VWA5A	4	0.82753	0.71715	0.862425	15823	1	0.258	0.65331	0.82007	1.0	13341	1	0.258
IFNA4	4	0.82758	0.71715	0.862425	15824	1	0.54798	0.10392	0.3403	1.0	4221	2	0.54798
SVOPL	4	0.8276	0.71715	0.862425	15825	1	0.21518	0.30456	0.60334	1.0	8516	2	0.21518
C10orf105	4	0.82762	0.71715	0.862425	15826	1	0.19547	0.32835	0.62604	1.0	8957	2	0.19547
LPAR4	4	0.82767	0.71715	0.862425	15827	1	0.36914	0.11941	0.38125	1.0	4733	3	0.36914
CCDC97	4	0.82778	0.71715	0.862425	15828	1	0.68264	0.070303	0.2641	1.0	3083	3	0.68264
C14orf79	4	0.82779	0.71715	0.862425	15829	1	0.65679	0.018607	0.11344	1.0	1148	3	0.65679
CERKL	4	0.82786	0.71715	0.862425	15830	1	-0.070277	0.45901	0.74593	1.0	11461	1	-0.070277
NBPF7	4	0.82788	0.71715	0.862425	15831	1	0.95351	0.011521	0.072758	1.0	734	3	0.95351
HIST1H2BA	4	0.82789	0.71715	0.862425	15832	1	0.64106	0.063109	0.25155	1.0	2839	3	0.64106
USP13	4	0.82808	0.71715	0.862425	15833	1	0.20991	0.39084	0.68165	1.0	10161	2	0.20991
PLEKHA2	4	0.8281	0.71715	0.862425	15834	1	0.19252	0.64623	0.81573	1.0	13266	1	0.19252
FUT4	4	0.82828	0.71715	0.862425	15835	1	-0.0067779	0.36891	0.6654	1.0	9743	2	-0.0067779
TMEM239	4	0.82829	0.71715	0.862425	15836	1	0.18514	0.53484	0.77431	1.0	12181	1	0.18514
POU4F2	4	0.82833	0.71715	0.862425	15837	1	0.46325	0.19273	0.48165	1.0	6404	2	0.46325
DOC2A	4	0.8284	0.71715	0.862425	15838	1	0.057896	0.32653	0.62511	1.0	8922	2	0.057896
RPP40	4	0.82856	0.71715	0.862425	15839	1	0.12819	0.39687	0.68744	1.0	10285	2	0.12819
RPAP2	4	0.82865	0.71715	0.862425	15840	1	0.46668	0.12602	0.39603	1.0	4932	3	0.46668
TIGD1	4	0.82876	0.71715	0.862425	15841	1	0.95054	0.0098067	0.064269	1.0	639	3	0.95054
SMIM21	4	0.82894	0.71715	0.862425	15842	1	0.08266	0.82605	0.90763	1.0	15728	1	0.08266
RPS6KA3	4	0.82897	0.71715	0.862425	15843	1	0.21649	0.11928	0.38125	1.0	4728	3	0.21649
C2orf82	4	0.829	0.71715	0.862425	15844	1	0.46348	0.12185	0.38741	1.0	4810	3	0.46348
RAG2	4	0.82903	0.71715	0.862425	15845	1	-0.057918	0.23467	0.53758	1.0	7196	1	-0.057918
TRO	4	0.82905	0.71715	0.862425	15846	1	-0.091916	0.24664	0.55326	1.0	7405	1	-0.091916
FUCA2	4	0.82911	0.71715	0.862425	15847	1	0.084566	0.4646	0.74935	1.0	11560	1	0.084566
TAF1A	4	0.82912	0.71715	0.862425	15848	1	-0.28158	0.48298	0.75552	1.0	11722	1	-0.28158
GOLGA7	4	0.82926	0.71715	0.862425	15849	1	0.0034522	0.16397	0.45305	1.0	5825	1	0.0034522
SRSF7	4	0.82932	0.71715	0.862425	15850	1	0.31611	0.041152	0.19115	1.0	2040	2	0.31611
WDR82	3	0.82937	0.70454	0.860815	15851	0	-0.083581	0.42182	0.6361	1.0	10751	1	-0.083581
USF1	4	0.8294	0.71715	0.862425	15852	1	0.32454	0.12962	0.4054	1.0	5041	3	0.32454
GBA2	4	0.82947	0.71715	0.862425	15853	1	0.55021	0.059338	0.24126	1.0	2694	2	0.55021
CA10	4	0.82963	0.71715	0.862425	15854	1	0.34954	0.24553	0.55143	1.0	7384	2	0.34954
LARS	4	0.82965	0.71715	0.862425	15855	1	0.45046	0.30212	0.60233	1.0	8472	2	0.45046
CNTNAP1	4	0.82981	0.71715	0.862425	15856	1	0.68339	0.052207	0.22631	1.0	2450	3	0.68339
ASB11	4	0.82984	0.71715	0.862425	15857	1	0.41134	0.099205	0.33283	1.0	4051	3	0.41134
CRHR2	4	0.82987	0.71715	0.862425	15858	1	0.11276	0.29808	0.60079	1.0	8401	2	0.11276
BTC	4	0.82992	0.71715	0.862425	15859	1	0.92033	0.014217	0.087355	1.0	909	3	0.92033
CCL13	4	0.83003	0.71715	0.862425	15860	1	0.18193	0.2431	0.55068	1.0	7339	2	0.18193
JUP	4	0.83013	0.71715	0.862425	15861	1	0.79115	0.0088409	0.059779	1.0	582	3	0.79115
SYNM	4	0.83024	0.71715	0.862425	15862	1	1.3519	0.005081	0.041849	1.0	328	3	1.3519
OR5B12	4	0.83025	0.71715	0.862425	15863	1	-0.12818	0.78189	0.8809	1.0	14996	1	-0.12818
KIAA1958	4	0.83039	0.71715	0.862425	15864	1	0.16363	0.54668	0.77741	1.0	12286	1	0.16363
ABLIM3	4	0.83046	0.71715	0.862425	15865	1	-0.067234	0.65062	0.81821	1.0	13310	1	-0.067234
CDK11A	4	0.83056	0.71715	0.862425	15866	1	0.2367	0.31435	0.60768	1.0	8700	2	0.2367
MAP4K1	4	0.83075	0.71715	0.862425	15867	1	0.52984	0.064213	0.25215	1.0	2883	3	0.52984
MUTYH	4	0.83083	0.71715	0.862425	15868	1	0.64175	0.046417	0.20872	1.0	2234	3	0.64175
WDR60	4	0.83084	0.71715	0.862425	15869	1	0.045904	0.15227	0.439	1.0	5615	1	0.045904
FANCL	4	0.83089	0.71715	0.862425	15870	1	-0.19534	0.75597	0.86661	1.0	14602	1	-0.19534
POLR2L	4	0.83091	0.71715	0.862425	15871	1	0.053406	0.54305	0.77681	1.0	12251	1	0.053406
RNASEL	4	0.83097	0.71715	0.862425	15872	1	0.38189	0.014102	0.086364	1.0	897	2	0.38189
KIFAP3	4	0.831	0.71715	0.862425	15873	1	0.39939	0.039546	0.18551	1.0	1984	2	0.39939
LHX4	4	0.83104	0.71715	0.862425	15874	1	0.18526	0.26533	0.57098	1.0	7765	2	0.18526
TBC1D20	4	0.83106	0.71715	0.862425	15875	1	-0.22739	0.54883	0.77805	1.0	12312	1	-0.22739
SPDYE5	4	0.83109	0.71715	0.862425	15876	1	0.10597	0.34578	0.6432	1.0	9302	2	0.10597
MBOAT7	4	0.83113	0.71715	0.862425	15877	1	0.28561	0.23234	0.53612	1.0	7148	2	0.28561
ATP11C	4	0.83126	0.71715	0.862425	15878	1	0.18758	0.37855	0.67047	1.0	9935	2	0.18758
LRRC59	4	0.83135	0.71715	0.862425	15879	1	0.062525	0.89803	0.95482	1.0	17099	0	0.062525
HIST1H3D	4	0.83142	0.71715	0.862425	15880	1	0.7244	0.0074059	0.053879	1.0	478	2	0.7244
SCD	4	0.83152	0.71715	0.862425	15881	1	0.3781	0.022159	0.12342	1.0	1296	2	0.3781
GDAP2	4	0.83153	0.71715	0.862425	15882	1	-0.11303	0.83881	0.91764	1.0	15960	0	-0.11303
TDGF1	4	0.83156	0.71715	0.862425	15883	1	0.12148	0.39125	0.68165	1.0	10166	2	0.12148
ZNF449	4	0.83163	0.71715	0.862425	15884	1	0.26104	0.32778	0.62604	1.0	8944	2	0.26104
KRT5	3	0.83165	0.70857	0.862425	15885	0	0.26178	0.10802	0.29953	1.0	4374	2	0.26178
FBXO47	4	0.83177	0.71715	0.862425	15886	1	2.1259	2.0277e-05	0.00023127	1.0	2	3	2.1259
ZHX1-C8orf76	4	0.83179	0.71715	0.862425	15887	1	0.21294	0.13952	0.43025	1.0	5351	2	0.21294
FUBP3	4	0.83186	0.71715	0.862425	15888	1	0.17029	0.24858	0.55326	1.0	7447	2	0.17029
KRTAP10-9	4	0.83187	0.71715	0.862425	15889	1	-0.07408	0.67719	0.83124	1.0	13591	1	-0.07408
BRF1	4	0.8319	0.71715	0.862425	15890	1	0.18926	0.21362	0.50713	1.0	6807	2	0.18926
TRPS1	4	0.83205	0.71715	0.862425	15891	1	0.047172	0.14007	0.43087	1.0	5369	2	0.047172
CHAMP1	4	0.83212	0.71715	0.862425	15892	1	0.35178	0.076657	0.28183	1.0	3284	2	0.35178
OR2W5	4	0.83214	0.71715	0.862425	15893	1	-0.22096	0.64331	0.81454	1.0	13234	1	-0.22096
LAMB2	4	0.83232	0.71863	0.863289	15894	1	0.37522	0.31864	0.61656	1.0	8779	2	0.37522
TMEM154	4	0.83235	0.71863	0.863289	15895	1	-0.1024	0.78854	0.88463	1.0	15110	1	-0.1024
BANP	3	0.83237	0.70857	0.862425	15896	0	0.41766	0.22414	0.48252	1.0	7008	2	0.41766
CLDN7	4	0.8324	0.71863	0.863289	15897	1	-0.17828	0.89394	0.952	1.0	17026	0	-0.17828
GIMD1	4	0.83242	0.71863	0.863289	15898	1	0.7679	0.031881	0.1656	1.0	1670	3	0.7679
TAF5	4	0.83255	0.71863	0.863289	15899	1	0.054335	0.22817	0.53088	1.0	7068	1	0.054335
TAS2R39	4	0.83257	0.71863	0.863289	15900	1	0.32523	0.10665	0.34535	1.0	4315	2	0.32523
C1orf61	4	0.83258	0.71863	0.863289	15901	1	-0.018349	0.86034	0.93369	1.0	16380	0	-0.018349
TELO2	4	0.83274	0.71863	0.863289	15902	1	0.14246	0.38776	0.67986	1.0	10100	2	0.14246
LRRC1	4	0.83284	0.71863	0.863289	15903	1	0.33638	0.17506	0.46241	1.0	6052	2	0.33638
IL2RA	4	0.83285	0.71863	0.863289	15904	1	-0.035428	0.85679	0.93208	1.0	16299	0	-0.035428
CARD14	4	0.83291	0.71863	0.863289	15905	1	0.079474	0.8338	0.91456	1.0	15878	1	0.079474
INO80D	4	0.83292	0.71863	0.863289	15906	1	0.18973	0.0029881	0.031983	1.0	198	2	0.18973
DCAF13	4	0.83295	0.71863	0.863289	15907	1	0.34378	0.12929	0.4054	1.0	5028	2	0.34378
SND1	4	0.83296	0.71863	0.863289	15908	1	0.09269	0.35995	0.65686	1.0	9559	1	0.09269
MYEOV	4	0.83298	0.71863	0.863289	15909	1	0.4535	0.020623	0.1195	1.0	1235	2	0.4535
CCDC67	4	0.83302	0.71863	0.863289	15910	1	0.23056	0.16957	0.45903	1.0	5931	2	0.23056
EPHB2	4	0.83304	0.71863	0.863289	15911	1	0.31607	0.22937	0.53235	1.0	7089	2	0.31607
IFT57	4	0.83312	0.72014	0.863629	15912	1	-0.14768	0.76306	0.87098	1.0	14699	1	-0.14768
EGFLAM	4	0.83315	0.72014	0.863629	15913	1	0.20692	0.49615	0.75987	1.0	11837	1	0.20692
PROM1	4	0.83317	0.72014	0.863629	15914	1	0.71742	0.092592	0.31932	1.0	3816	3	0.71742
NTRK2	4	0.83319	0.72014	0.863629	15915	1	0.20447	0.19749	0.48839	1.0	6490	2	0.20447
NPM1	4	0.83319	0.72014	0.863629	15916	1	0.12662	0.74687	0.86098	1.0	14466	1	0.12662
DNAJC17	4	0.83323	0.72014	0.863629	15917	1	0.332	0.035627	0.1765	1.0	1818	2	0.332
PSMG1	4	0.83327	0.72014	0.863629	15918	1	0.0058146	0.87273	0.93978	1.0	16618	0	0.0058146
ZNF831	4	0.83329	0.72014	0.863629	15919	1	-0.13929	0.70976	0.8455	1.0	14016	1	-0.13929
CHRM1	4	0.83333	0.72014	0.863629	15920	1	0.088135	0.18279	0.46779	1.0	6206	2	0.088135
FAM117A	4	0.83336	0.72014	0.863629	15921	1	0.13024	0.3046	0.60334	1.0	8517	2	0.13024
TRIM62	4	0.83337	0.72014	0.863629	15922	1	0.054545	0.27301	0.57882	1.0	7910	2	0.054545
DIXDC1	4	0.83345	0.72014	0.863629	15923	1	0.15207	0.36791	0.6654	1.0	9728	2	0.15207
EIF2D	4	0.8335	0.72014	0.863629	15924	1	-0.19081	0.93585	0.97745	1.0	17851	0	-0.19081
RAB3GAP2	4	0.83356	0.72014	0.863629	15925	1	-0.074678	0.22564	0.5264	1.0	7031	1	-0.074678
MMP28	4	0.83357	0.72014	0.863629	15926	1	0.35606	0.27146	0.57464	1.0	7880	2	0.35606
SNAP91	4	0.83359	0.72014	0.863629	15927	1	0.32918	0.12407	0.39522	1.0	4867	2	0.32918
DTWD1	4	0.83364	0.72014	0.863629	15928	1	0.27941	0.046321	0.20872	1.0	2229	2	0.27941
PEX19	4	0.83367	0.72014	0.863629	15929	1	0.65054	0.025861	0.13944	1.0	1433	3	0.65054
TET1	4	0.83371	0.72167	0.863629	15930	1	0.1593	0.23454	0.53758	1.0	7191	2	0.1593
SERINC3	4	0.83374	0.72167	0.863629	15931	1	0.12693	0.12044	0.38269	1.0	4761	2	0.12693
DMRTC1B	4	0.83375	0.72167	0.863629	15932	1	0.43755	0.0099906	0.065357	1.0	651	2	0.43755
TRIML1	4	0.83379	0.72167	0.863629	15933	1	-0.11468	0.020008	0.11664	1.0	1206	1	-0.11468
PRPF8	4	0.83384	0.72167	0.863629	15934	1	-0.10269	0.79917	0.89145	1.0	15258	1	-0.10269
EOMES	4	0.83386	0.72167	0.863629	15935	1	0.10078	0.66804	0.82625	1.0	13502	1	0.10078
CNFN	4	0.83399	0.72167	0.863629	15936	1	0.44992	0.098692	0.33147	1.0	4021	3	0.44992
TOB2	4	0.8341	0.72167	0.863629	15937	1	0.78261	0.058331	0.24012	1.0	2658	3	0.78261
XAF1	4	0.83414	0.72167	0.863629	15938	1	0.36501	0.043968	0.19798	1.0	2143	2	0.36501
ARSE	4	0.83425	0.72167	0.863629	15939	1	0.048618	0.40947	0.69934	1.0	10534	2	0.048618
CDC25C	4	0.83432	0.72314	0.863629	15940	1	0.094475	0.29022	0.59764	1.0	8227	2	0.094475
CHIT1	4	0.83444	0.72314	0.863629	15941	1	0.21993	0.29616	0.60079	1.0	8362	2	0.21993
SPANXN3	4	0.83452	0.72314	0.863629	15942	1	-0.026657	0.92018	0.96897	1.0	17540	0	-0.026657
HTR2B	4	0.8346	0.72314	0.863629	15943	1	0.18876	0.36524	0.66112	1.0	9672	2	0.18876
HAS2	4	0.83467	0.72314	0.863629	15944	1	0.020219	0.5478	0.77741	1.0	12301	1	0.020219
SUV420H2	4	0.83476	0.72314	0.863629	15945	1	0.4403	0.16165	0.45043	1.0	5783	2	0.4403
PRSS33	4	0.83488	0.72314	0.863629	15946	1	0.76392	0.027676	0.14233	1.0	1511	3	0.76392
MSI2	4	0.83494	0.72314	0.863629	15947	1	0.040771	0.38146	0.67655	1.0	9991	2	0.040771
TNFAIP2	4	0.83496	0.72314	0.863629	15948	1	-0.0031503	0.843	0.92012	1.0	16039	0	-0.0031503
NAGLU	4	0.83513	0.72314	0.863629	15949	1	0.18306	0.47907	0.75307	1.0	11691	1	0.18306
FAM188A	4	0.83513	0.72314	0.863629	15950	1	0.53317	0.022502	0.12457	1.0	1308	2	0.53317
GUCA2B	4	0.83533	0.72314	0.863629	15951	1	-0.11966	0.77605	0.87907	1.0	14894	1	-0.11966
SAPCD1	4	0.83534	0.72314	0.863629	15952	1	0.50178	0.012888	0.07882	1.0	829	2	0.50178
LZTS2	4	0.83538	0.72314	0.863629	15953	1	0.1205	0.34344	0.64153	1.0	9252	2	0.1205
RIOK3	4	0.83544	0.72314	0.863629	15954	1	0.10771	0.43909	0.72383	1.0	11074	2	0.10771
DIAPH2	4	0.83546	0.72314	0.863629	15955	1	0.3365	0.3164	0.613	1.0	8735	2	0.3365
MAN1A1	4	0.83548	0.72314	0.863629	15956	1	0.46018	0.055738	0.23329	1.0	2574	2	0.46018
C22orf34	4	0.8355	0.72314	0.863629	15957	1	0.62739	0.082168	0.29806	1.0	3462	3	0.62739
GTPBP4	4	0.8357	0.72315	0.863629	15958	1	0.004041	0.70245	0.84305	1.0	13917	1	0.004041
SFT2D1	4	0.83578	0.72315	0.863629	15959	1	-0.039734	0.2271	0.52823	1.0	7055	1	-0.039734
GLDN	4	0.83588	0.72315	0.863629	15960	1	-0.16247	0.87194	0.93931	1.0	16600	0	-0.16247
ZNF341	4	0.83591	0.72315	0.863629	15961	1	0.81201	0.023296	0.12614	1.0	1340	3	0.81201
MS4A6E	4	0.83593	0.72315	0.863629	15962	1	0.24129	0.064985	0.25456	1.0	2904	2	0.24129
DKKL1	4	0.83609	0.72315	0.863629	15963	1	0.066583	0.34851	0.64668	1.0	9349	2	0.066583
ADAM8	4	0.83617	0.72315	0.863629	15964	1	0.28542	0.38633	0.67898	1.0	10079	2	0.28542
GLYATL2	4	0.83623	0.72315	0.863629	15965	1	0.73628	0.037867	0.18328	1.0	1914	3	0.73628
MYCT1	4	0.83624	0.72315	0.863629	15966	1	0.017304	0.78834	0.88463	1.0	15106	1	0.017304
FAM73B	4	0.83633	0.72315	0.863629	15967	1	0.0067181	0.87166	0.93931	1.0	16595	0	0.0067181
SLC25A5	4	0.83652	0.72315	0.863629	15968	1	-0.10917	0.6795	0.83124	1.0	13622	1	-0.10917
NUF2	4	0.83658	0.72315	0.863629	15969	1	0.97748	0.002445	0.024386	1.0	165	2	0.97748
PLXDC1	4	0.83662	0.72315	0.863629	15970	1	0.61039	0.13956	0.43025	1.0	5353	2	0.61039
FMN2	4	0.83674	0.72315	0.863629	15971	1	-0.02323	0.46574	0.74935	1.0	11568	1	-0.02323
EAPP	4	0.83688	0.72315	0.863629	15972	1	0.23098	0.39696	0.68833	1.0	10287	2	0.23098
KLHL28	4	0.83692	0.72315	0.863629	15973	1	-0.090872	0.25205	0.5591	1.0	7518	1	-0.090872
FAM134B	4	0.83695	0.72315	0.863629	15974	1	-0.14126	0.92252	0.97155	1.0	17587	0	-0.14126
TRIM39-RPP21	4	0.83698	0.72315	0.863629	15975	1	-0.066457	0.75888	0.86785	1.0	14643	1	-0.066457
CCDC177	4	0.837	0.72315	0.863629	15976	1	0.20485	0.41667	0.70796	1.0	10659	2	0.20485
RNPEP	4	0.83702	0.72315	0.863629	15977	1	0.25935	0.080605	0.29024	1.0	3412	2	0.25935
CTRB1	4	0.83714	0.72474	0.863629	15978	1	0.18484	0.14142	0.43323	1.0	5420	2	0.18484
FAM205A	4	0.8372	0.72474	0.863629	15979	1	0.38386	0.13583	0.42124	1.0	5232	3	0.38386
FAM181A	4	0.83723	0.72474	0.863629	15980	1	0.32217	0.1157	0.37658	1.0	4604	2	0.32217
MTMR2	4	0.83727	0.72474	0.863629	15981	1	0.33708	0.14332	0.43447	1.0	5451	2	0.33708
CANT1	4	0.83728	0.72474	0.863629	15982	1	0.35942	0.062348	0.24977	1.0	2804	2	0.35942
KIF27	4	0.83731	0.72474	0.863629	15983	1	0.58432	0.06081	0.2436	1.0	2748	3	0.58432
FAM21C	4	0.83742	0.72474	0.863629	15984	1	0.29372	0.29493	0.59842	1.0	8339	2	0.29372
TMEM219	4	0.83746	0.72474	0.863629	15985	1	0.23645	0.28573	0.59299	1.0	8143	2	0.23645
VWA7	4	0.83748	0.72474	0.863629	15986	1	0.15734	0.75564	0.86661	1.0	14597	1	0.15734
LYSMD4	4	0.83751	0.72474	0.863629	15987	1	-0.069655	0.21168	0.50592	1.0	6775	1	-0.069655
R3HDM1	4	0.83756	0.72474	0.863629	15988	1	0.12109	0.83158	0.91202	1.0	15834	1	0.12109
ZNF582	4	0.83771	0.72474	0.863629	15989	1	-0.01805	0.23951	0.54508	1.0	7275	1	-0.01805
ACSL3	4	0.83782	0.72624	0.863629	15990	1	-0.020513	0.27962	0.58707	1.0	8035	1	-0.020513
KCNH1	4	0.83795	0.72624	0.863629	15991	1	0.043634	0.78476	0.884	1.0	15037	1	0.043634
FBXO5	4	0.83801	0.72624	0.863629	15992	1	0.33401	0.14149	0.43323	1.0	5423	3	0.33401
SPON2	4	0.83803	0.72624	0.863629	15993	1	0.10197	0.24099	0.54996	1.0	7299	2	0.10197
MNT	3	0.83822	0.71648	0.862425	15994	0	-0.051296	0.5891	0.73769	1.0	12686	1	-0.051296
PCGF1	4	0.83831	0.72624	0.863629	15995	1	0.45099	0.13183	0.41142	1.0	5112	3	0.45099
G6PC3	4	0.83835	0.72624	0.863629	15996	1	0.58227	0.08914	0.31168	1.0	3699	2	0.58227
OR6C65	4	0.83845	0.72624	0.863629	15997	1	0.15753	0.20085	0.49233	1.0	6559	2	0.15753
TBX18	3	0.83852	0.71903	0.863629	15998	0	0.35383	0.11314	0.30445	1.0	4520	2	0.35383
MEF2B	4	0.83858	0.72624	0.863629	15999	1	0.31723	0.058923	0.24126	1.0	2683	2	0.31723
KRTAP7-1	4	0.8386	0.72624	0.863629	16000	1	0.39078	0.12839	0.40389	1.0	4999	3	0.39078
GNL2	4	0.83864	0.72624	0.863629	16001	1	0.28973	0.13825	0.42739	1.0	5310	2	0.28973
C1orf127	4	0.83869	0.72624	0.863629	16002	1	0.34382	0.069577	0.26233	1.0	3053	3	0.34382
RAB31	4	0.83872	0.72624	0.863629	16003	1	0.32279	0.17682	0.46377	1.0	6085	2	0.32279
GAS1	4	0.83872	0.72624	0.863629	16004	1	0.83216	0.046486	0.20872	1.0	2237	3	0.83216
TXNDC2	4	0.83878	0.72624	0.863629	16005	1	0.28939	0.11826	0.38063	1.0	4687	2	0.28939
RPRML	4	0.83882	0.72624	0.863629	16006	1	0.24909	0.25402	0.56163	1.0	7548	2	0.24909
FAM53B	4	0.83889	0.72624	0.863629	16007	1	-0.039203	0.47057	0.7512	1.0	11607	1	-0.039203
THYN1	4	0.83893	0.72624	0.863629	16008	1	-0.11981	0.17339	0.46172	1.0	6017	1	-0.11981
SCN7A	4	0.83896	0.72624	0.863629	16009	1	-0.0019605	0.52589	0.77057	1.0	12108	1	-0.0019605
RAB15	4	0.83897	0.72624	0.863629	16010	1	0.10436	0.8189	0.90449	1.0	15604	1	0.10436
PLEKHA5	4	0.83905	0.72624	0.863629	16011	1	0.24632	0.2754	0.58267	1.0	7956	2	0.24632
DEFB118	4	0.83907	0.72624	0.863629	16012	1	0.090575	0.1252	0.39522	1.0	4907	1	0.090575
NPY2R	3	0.83908	0.72027	0.863629	16013	0	0.078857	0.16535	0.39269	1.0	5852	1	0.078857
WDR33	4	0.83925	0.72776	0.863629	16014	1	0.52462	0.033207	0.17028	1.0	1727	2	0.52462
CCDC176	3	0.83926	0.72027	0.863629	16015	0	-0.0006579	0.7349	0.83568	1.0	14308	1	-0.0006579
SLC36A1	4	0.83931	0.72776	0.863629	16016	1	-0.0068844	0.80233	0.89396	1.0	15318	1	-0.0068844
GDF1	4	0.83937	0.72776	0.863629	16017	1	0.175	0.38169	0.67655	1.0	9997	2	0.175
GSN	4	0.83938	0.72776	0.863629	16018	1	0.36977	0.21437	0.50713	1.0	6824	2	0.36977
ZBTB46	4	0.8394	0.72776	0.863629	16019	1	-0.069517	0.94308	0.98035	1.0	18002	0	-0.069517
FOXP4	4	0.83944	0.72776	0.863629	16020	1	0.47262	0.054643	0.23153	1.0	2534	3	0.47262
HPRT1	4	0.83955	0.72776	0.863629	16021	1	-0.10369	0.74796	0.86161	1.0	14486	1	-0.10369
ZNF174	4	0.83958	0.72776	0.863629	16022	1	0.45046	0.051945	0.22581	1.0	2440	2	0.45046
TPSAB1	4	0.8396	0.72776	0.863629	16023	1	0.17492	0.41174	0.7028	1.0	10577	2	0.17492
GPX1	4	0.83963	0.72776	0.863629	16024	1	0.41653	0.12255	0.39058	1.0	4831	3	0.41653
TINAGL1	4	0.8397	0.72776	0.863629	16025	1	0.13065	0.61399	0.80216	1.0	12935	1	0.13065
KRTAP9-6	4	0.83973	0.72776	0.863629	16026	1	0.058035	0.089948	0.3131	1.0	3728	1	0.058035
CNEP1R1	4	0.83977	0.72776	0.863629	16027	1	-0.16695	0.83778	0.91702	1.0	15939	0	-0.16695
SLCO1B3	4	0.83979	0.72776	0.863629	16028	1	0.20206	0.60717	0.79904	1.0	12860	1	0.20206
GPR157	4	0.83984	0.72776	0.863629	16029	1	0.038371	0.43408	0.71897	1.0	10981	2	0.038371
LARP7	4	0.83987	0.72776	0.863629	16030	1	-0.055927	0.86771	0.93626	1.0	16516	0	-0.055927
AIFM2	4	0.83992	0.72776	0.863629	16031	1	0.074669	0.30792	0.60489	1.0	8577	2	0.074669
LRTM2	4	0.84005	0.72776	0.863629	16032	1	0.46523	0.13353	0.4134	1.0	5160	2	0.46523
RING1	4	0.84008	0.72776	0.863629	16033	1	-0.071515	0.55835	0.78238	1.0	12399	1	-0.071515
SCARB1	4	0.84017	0.72776	0.863629	16034	1	-0.10675	0.79867	0.89081	1.0	15253	1	-0.10675
KNCN	4	0.84018	0.72776	0.863629	16035	1	-0.20094	0.84964	0.92709	1.0	16165	0	-0.20094
GRM6	4	0.84021	0.72776	0.863629	16036	1	-0.041061	0.18086	0.46646	1.0	6167	1	-0.041061
AASS	4	0.84031	0.72776	0.863629	16037	1	-0.02587	0.74087	0.85847	1.0	14382	1	-0.02587
IFNB1	4	0.84034	0.72776	0.863629	16038	1	0.12848	0.14549	0.43709	1.0	5496	2	0.12848
TAF1C	4	0.84041	0.72776	0.863629	16039	1	0.36538	0.094654	0.32444	1.0	3883	2	0.36538
C18orf65	4	0.84042	0.72776	0.863629	16040	1	-0.17403	0.94728	0.98215	1.0	18095	0	-0.17403
FOSL1	4	0.84051	0.72776	0.863629	16041	1	-0.0029288	0.65352	0.82007	1.0	13344	1	-0.0029288
UBXN2A	4	0.84059	0.72776	0.863629	16042	1	0.12968	0.12308	0.3912	1.0	4847	2	0.12968
MID2	4	0.84072	0.72776	0.863629	16043	1	0.12151	0.40464	0.69494	1.0	10455	2	0.12151
CNTNAP3	4	0.84075	0.72776	0.863629	16044	1	0.38626	0.13546	0.41944	1.0	5219	3	0.38626
TRIM6-TRIM34	4	0.8408	0.72776	0.863629	16045	1	0.40845	0.082457	0.29806	1.0	3472	2	0.40845
KISS1R	4	0.84094	0.72776	0.863629	16046	1	0.057553	0.6785	0.83124	1.0	13613	1	0.057553
HAVCR2	4	0.84105	0.72776	0.863629	16047	0	0.20722	0.42406	0.70963	1.0	10794	2	0.20722
LENG9	4	0.84109	0.72776	0.863629	16048	0	0.1503	0.34168	0.64073	1.0	9217	2	0.1503
TFPI	4	0.8411	0.72776	0.863629	16049	0	0.066602	0.36773	0.66455	1.0	9722	2	0.066602
PTPRS	4	0.84118	0.72776	0.863629	16050	0	0.21638	0.089997	0.3138	1.0	3730	2	0.21638
ATP2A1	4	0.84126	0.72776	0.863629	16051	0	-0.053455	0.38626	0.67898	1.0	10077	1	-0.053455
DST	4	0.84134	0.72776	0.863629	16052	0	0.47348	0.044525	0.20259	1.0	2160	2	0.47348
KCNQ3	4	0.84138	0.72776	0.863629	16053	0	-0.169	0.34693	0.64411	1.0	9324	1	-0.169
N4BP2	4	0.84144	0.72776	0.863629	16054	0	0.33459	0.12149	0.38497	1.0	4802	3	0.33459
BAMBI	4	0.84145	0.72776	0.863629	16055	0	0.15245	0.3879	0.67986	1.0	10103	2	0.15245
DAGLB	4	0.84147	0.72776	0.863629	16056	0	0.71259	0.021186	0.12098	1.0	1258	3	0.71259
HAND1	4	0.84162	0.72926	0.863629	16057	0	0.24512	0.41036	0.69934	1.0	10554	2	0.24512
OR8D4	4	0.84166	0.72926	0.863629	16058	0	0.43684	0.085451	0.30645	1.0	3579	3	0.43684
HSPB7	4	0.84168	0.72926	0.863629	16059	0	-0.13366	0.92493	0.97317	1.0	17633	0	-0.13366
EGLN3	4	0.84169	0.72926	0.863629	16060	0	-0.16202	0.017187	0.10462	1.0	1078	1	-0.16202
OR8B8	4	0.8417	0.72926	0.863629	16061	0	0.025056	0.14406	0.4351	1.0	5464	1	0.025056
